index,Better,Worse,label
268,frames/Knot_Tying/E001,frames/Knot_Tying/G002,1
179,frames/Needle_Passing/C002,frames/Needle_Passing/B002,1
240,frames/ChopstickUsing/D4,frames/ChopstickUsing/E5,1
333,frames/Knot_Tying/C005,frames/Knot_Tying/E004,1
69,frames/Knot_Tying/C002,frames/Knot_Tying/C003,1
5,frames/HandDrawing/A1,frames/HandDrawing/E2,0
16,frames/HandDrawing/F4,frames/HandDrawing/F1,1
24,frames/HandDrawing/B1,frames/HandDrawing/F1,1
214,frames/Suturing/H003,frames/Suturing/G002,1
210,frames/Knot_Tying/C001,frames/Knot_Tying/D004,1
223,frames/Knot_Tying/C001,frames/Knot_Tying/C003,1
136,frames/ChopstickUsing/H3,frames/ChopstickUsing/C1,1
14,frames/Sonic_Drawing/A4,frames/Sonic_Drawing/C5,0
107,frames/ChopstickUsing/C5,frames/ChopstickUsing/A1,1
211,frames/Suturing/B002,frames/Suturing/D001,1
13,frames/DoughRolling/S49,frames/DoughRolling/S34,1
175,frames/Suturing/F002,frames/Suturing/H003,1
332,frames/Suturing/C005,frames/Suturing/D001,1
64,frames/Sonic_Drawing/C2,frames/Sonic_Drawing/D1,1
17,frames/ChopstickUsing/D1,frames/ChopstickUsing/C1,1
312,frames/Suturing/G004,frames/Suturing/C002,1
66,frames/ChopstickUsing/D4,frames/ChopstickUsing/H1,1
180,frames/Suturing/F005,frames/Suturing/B003,1
345,frames/Knot_Tying/B003,frames/Knot_Tying/F004,1
115,frames/Needle_Passing/H002,frames/Needle_Passing/I004,1
66,frames/Knot_Tying/E001,frames/Knot_Tying/G005,1
263,frames/Suturing/H004,frames/Suturing/D003,1
200,frames/ChopstickUsing/B3,frames/ChopstickUsing/F5,1
311,frames/Suturing/C004,frames/Suturing/H004,1
169,frames/Suturing/G004,frames/Suturing/E003,1
189,frames/ChopstickUsing/D5,frames/ChopstickUsing/B3,1
271,frames/ChopstickUsing/E3,frames/ChopstickUsing/A2,1
154,frames/Needle_Passing/I005,frames/Needle_Passing/B002,1
295,frames/Knot_Tying/D005,frames/Knot_Tying/I002,1
114,frames/Needle_Passing/D003,frames/Needle_Passing/B002,1
195,frames/Needle_Passing/I004,frames/Needle_Passing/E005,1
223,frames/ChopstickUsing/C1,frames/ChopstickUsing/C4,1
153,frames/Needle_Passing/C001,frames/Needle_Passing/C002,1
56,frames/HandDrawing/A5,frames/HandDrawing/E1,1
5,frames/Suturing/B005,frames/Suturing/D004,1
270,frames/Suturing/C003,frames/Suturing/H003,1
190,frames/ChopstickUsing/B3,frames/ChopstickUsing/C5,1
167,frames/Knot_Tying/C004,frames/Knot_Tying/B003,1
93,frames/Knot_Tying/D004,frames/Knot_Tying/G004,1
171,frames/Needle_Passing/D004,frames/Needle_Passing/D003,1
23,frames/ChopstickUsing/G3,frames/ChopstickUsing/G5,1
225,frames/Knot_Tying/H003,frames/Knot_Tying/I002,1
367,frames/Knot_Tying/C002,frames/Knot_Tying/F003,1
114,frames/Suturing/G004,frames/Suturing/H001,1
188,frames/Knot_Tying/D001,frames/Knot_Tying/B004,1
169,frames/Suturing/I002,frames/Suturing/I003,1
42,frames/Needle_Passing/F003,frames/Needle_Passing/C005,1
158,frames/ChopstickUsing/D5,frames/ChopstickUsing/H5,1
14,frames/Suturing/B003,frames/Suturing/G001,1
147,frames/ChopstickUsing/C3,frames/ChopstickUsing/B4,1
56,frames/Sonic_Drawing/C4,frames/Sonic_Drawing/D3,1
23,frames/DoughRolling/S20,frames/DoughRolling/S40,1
38,frames/Needle_Passing/E001,frames/Needle_Passing/D003,1
80,frames/DoughRolling/S36,frames/DoughRolling/S28,1
124,frames/Needle_Passing/I005,frames/Needle_Passing/E004,1
63,frames/ChopstickUsing/E4,frames/ChopstickUsing/F2,0
84,frames/Suturing/G004,frames/Suturing/I005,1
232,frames/Suturing/E004,frames/Suturing/G003,1
107,frames/Needle_Passing/I004,frames/Needle_Passing/C002,1
72,frames/DoughRolling/S08,frames/DoughRolling/S28,1
305,frames/Suturing/F005,frames/Suturing/I003,1
47,frames/Knot_Tying/E005,frames/Knot_Tying/G002,1
33,frames/Suturing/C001,frames/Suturing/C005,1
273,frames/ChopstickUsing/H2,frames/ChopstickUsing/E5,1
59,frames/Suturing/F003,frames/Suturing/G005,1
295,frames/ChopstickUsing/D1,frames/ChopstickUsing/A3,1
77,frames/ChopstickUsing/H4,frames/ChopstickUsing/C2,1
121,frames/Suturing/I004,frames/Suturing/B002,1
63,frames/Suturing/F004,frames/Suturing/G002,1
388,frames/Suturing/C004,frames/Suturing/B004,1
164,frames/ChopstickUsing/D2,frames/ChopstickUsing/E4,1
248,frames/Suturing/C001,frames/Suturing/F004,1
252,frames/Knot_Tying/F002,frames/Knot_Tying/D004,1
211,frames/Suturing/C001,frames/Suturing/G003,1
319,frames/Suturing/C001,frames/Suturing/B003,1
93,frames/Knot_Tying/H004,frames/Knot_Tying/B003,1
29,frames/HandDrawing/A4,frames/HandDrawing/F5,1
62,frames/DoughRolling/S15,frames/DoughRolling/S17,1
80,frames/ChopstickUsing/B3,frames/ChopstickUsing/E5,1
321,frames/Suturing/H003,frames/Suturing/G004,1
137,frames/Needle_Passing/F004,frames/Needle_Passing/I004,1
56,frames/ChopstickUsing/D5,frames/ChopstickUsing/H2,0
41,frames/ChopstickUsing/F1,frames/ChopstickUsing/G1,1
238,frames/ChopstickUsing/C4,frames/ChopstickUsing/A5,1
12,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/C5,1
118,frames/ChopstickUsing/A5,frames/ChopstickUsing/G2,1
291,frames/Knot_Tying/H004,frames/Knot_Tying/G002,1
174,frames/Knot_Tying/C001,frames/Knot_Tying/F004,1
91,frames/DoughRolling/S33,frames/DoughRolling/S40,1
203,frames/Knot_Tying/E005,frames/Knot_Tying/C003,1
24,frames/Suturing/E003,frames/Suturing/H004,0
333,frames/Suturing/I003,frames/Suturing/B001,1
295,frames/Knot_Tying/H004,frames/Knot_Tying/B001,1
294,frames/ChopstickUsing/D4,frames/ChopstickUsing/A4,1
159,frames/Knot_Tying/F005,frames/Knot_Tying/F004,1
213,frames/ChopstickUsing/H3,frames/ChopstickUsing/C3,1
48,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/C1,1
47,frames/HandDrawing/B5,frames/HandDrawing/F3,1
40,frames/Knot_Tying/E005,frames/Knot_Tying/I003,1
164,frames/Needle_Passing/H005,frames/Needle_Passing/C003,1
156,frames/ChopstickUsing/H4,frames/ChopstickUsing/G5,1
79,frames/Needle_Passing/H004,frames/Needle_Passing/C005,1
70,frames/Needle_Passing/C001,frames/Needle_Passing/D001,1
212,frames/ChopstickUsing/B2,frames/ChopstickUsing/B5,1
3,frames/HandDrawing/A1,frames/HandDrawing/B5,0
170,frames/Knot_Tying/C005,frames/Knot_Tying/D003,1
95,frames/Suturing/E003,frames/Suturing/G003,1
52,frames/ChopstickUsing/B3,frames/ChopstickUsing/A1,1
125,frames/Knot_Tying/C001,frames/Knot_Tying/I001,1
285,frames/ChopstickUsing/H4,frames/ChopstickUsing/A1,1
235,frames/Knot_Tying/C002,frames/Knot_Tying/E002,1
135,frames/ChopstickUsing/H5,frames/ChopstickUsing/F5,1
164,frames/Suturing/C004,frames/Suturing/E001,1
151,frames/Needle_Passing/I005,frames/Needle_Passing/E003,1
172,frames/Suturing/G004,frames/Suturing/E004,1
274,frames/Suturing/F005,frames/Suturing/D002,1
29,frames/Suturing/G004,frames/Suturing/B005,1
312,frames/Suturing/G004,frames/Suturing/E005,1
256,frames/Knot_Tying/D002,frames/Knot_Tying/I003,1
375,frames/Suturing/D001,frames/Suturing/B004,1
212,frames/Knot_Tying/B001,frames/Knot_Tying/G004,1
20,frames/Sonic_Drawing/C5,frames/Sonic_Drawing/A2,1
187,frames/ChopstickUsing/C5,frames/ChopstickUsing/E1,1
201,frames/Knot_Tying/E005,frames/Knot_Tying/D004,1
57,frames/Needle_Passing/I003,frames/Needle_Passing/B001,1
265,frames/Suturing/C001,frames/Suturing/G005,1
302,frames/Suturing/B002,frames/Suturing/B001,1
8,frames/Needle_Passing/C004,frames/Needle_Passing/I002,0
194,frames/Suturing/I002,frames/Suturing/G003,1
224,frames/Suturing/G002,frames/Suturing/D005,1
38,frames/DoughRolling/S53,frames/DoughRolling/S34,1
117,frames/Needle_Passing/F004,frames/Needle_Passing/C003,1
108,frames/Needle_Passing/I005,frames/Needle_Passing/I002,1
165,frames/ChopstickUsing/H4,frames/ChopstickUsing/F1,1
129,frames/Suturing/E002,frames/Suturing/B001,1
7,frames/Suturing/E003,frames/Suturing/C005,1
12,frames/HandDrawing/A3,frames/HandDrawing/F2,1
197,frames/Needle_Passing/E004,frames/Needle_Passing/B001,1
238,frames/ChopstickUsing/E1,frames/ChopstickUsing/C2,1
13,frames/ChopstickUsing/H3,frames/ChopstickUsing/G5,1
17,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/C1,1
70,frames/Needle_Passing/H005,frames/Needle_Passing/I003,1
253,frames/Suturing/B002,frames/Suturing/B004,1
24,frames/DoughRolling/S54,frames/DoughRolling/S35,1
34,frames/Needle_Passing/H004,frames/Needle_Passing/I003,1
185,frames/Knot_Tying/D002,frames/Knot_Tying/D003,1
252,frames/ChopstickUsing/C4,frames/ChopstickUsing/A5,1
172,frames/Knot_Tying/F002,frames/Knot_Tying/F003,1
239,frames/Needle_Passing/E004,frames/Needle_Passing/B001,1
121,frames/Needle_Passing/H002,frames/Needle_Passing/D001,1
52,frames/Sonic_Drawing/C2,frames/Sonic_Drawing/B3,1
17,frames/Sonic_Drawing/C2,frames/Sonic_Drawing/A2,1
28,frames/Knot_Tying/D002,frames/Knot_Tying/D003,1
248,frames/Suturing/F001,frames/Suturing/E004,1
332,frames/Knot_Tying/G005,frames/Knot_Tying/G003,1
168,frames/ChopstickUsing/H3,frames/ChopstickUsing/H4,1
167,frames/ChopstickUsing/H1,frames/ChopstickUsing/F4,1
11,frames/Needle_Passing/D001,frames/Needle_Passing/B001,1
27,frames/Needle_Passing/H004,frames/Needle_Passing/D002,1
46,frames/Sonic_Drawing/A5,frames/Sonic_Drawing/A2,1
294,frames/Suturing/D005,frames/Suturing/H001,1
27,frames/DoughRolling/S25,frames/DoughRolling/S53,1
65,frames/ChopstickUsing/D1,frames/ChopstickUsing/E1,1
222,frames/Suturing/F004,frames/Suturing/H004,1
222,frames/Suturing/C004,frames/Suturing/B004,1
34,frames/Suturing/G004,frames/Suturing/H005,0
199,frames/Suturing/D002,frames/Suturing/H001,1
83,frames/ChopstickUsing/D2,frames/ChopstickUsing/D3,1
279,frames/Knot_Tying/H005,frames/Knot_Tying/D002,1
43,frames/Sonic_Drawing/B1,frames/Sonic_Drawing/B3,1
278,frames/Suturing/E003,frames/Suturing/I003,1
30,frames/DoughRolling/S18,frames/DoughRolling/S37,1
157,frames/ChopstickUsing/D3,frames/ChopstickUsing/F1,1
160,frames/Knot_Tying/C003,frames/Knot_Tying/I002,1
81,frames/ChopstickUsing/H2,frames/ChopstickUsing/C1,1
34,frames/Needle_Passing/H005,frames/Needle_Passing/C001,1
269,frames/ChopstickUsing/B2,frames/ChopstickUsing/E4,1
206,frames/ChopstickUsing/D2,frames/ChopstickUsing/B5,1
303,frames/Knot_Tying/C002,frames/Knot_Tying/C005,1
245,frames/ChopstickUsing/H3,frames/ChopstickUsing/G3,1
22,frames/ChopstickUsing/B3,frames/ChopstickUsing/F1,1
104,frames/ChopstickUsing/D5,frames/ChopstickUsing/A3,1
252,frames/Suturing/E003,frames/Suturing/D004,1
276,frames/ChopstickUsing/B1,frames/ChopstickUsing/B4,1
253,frames/ChopstickUsing/C5,frames/ChopstickUsing/B1,1
20,frames/DoughRolling/S28,frames/DoughRolling/S49,1
4,frames/Needle_Passing/H005,frames/Needle_Passing/I003,1
35,frames/Sonic_Drawing/D3,frames/Sonic_Drawing/C1,1
76,frames/ChopstickUsing/H3,frames/ChopstickUsing/B1,1
97,frames/ChopstickUsing/D5,frames/ChopstickUsing/A5,1
58,frames/Suturing/D002,frames/Suturing/B001,1
355,frames/Suturing/H003,frames/Suturing/G005,1
122,frames/Needle_Passing/I003,frames/Needle_Passing/I002,1
277,frames/ChopstickUsing/B2,frames/ChopstickUsing/G5,1
120,frames/Suturing/E005,frames/Suturing/D004,1
15,frames/Sonic_Drawing/A5,frames/Sonic_Drawing/C5,1
135,frames/ChopstickUsing/D2,frames/ChopstickUsing/H4,1
360,frames/Suturing/I002,frames/Suturing/B005,1
45,frames/ChopstickUsing/B1,frames/ChopstickUsing/G1,1
188,frames/Suturing/I003,frames/Suturing/D003,1
233,frames/Suturing/E002,frames/Suturing/E001,1
36,frames/Needle_Passing/D005,frames/Needle_Passing/C001,1
55,frames/Needle_Passing/H005,frames/Needle_Passing/H002,1
124,frames/Knot_Tying/E003,frames/Knot_Tying/H005,1
345,frames/Suturing/F005,frames/Suturing/C002,1
6,frames/ChopstickUsing/A2,frames/ChopstickUsing/E4,0
257,frames/ChopstickUsing/F5,frames/ChopstickUsing/F4,1
249,frames/Knot_Tying/F002,frames/Knot_Tying/G001,1
150,frames/Knot_Tying/E003,frames/Knot_Tying/C001,1
160,frames/Needle_Passing/E005,frames/Needle_Passing/E001,1
224,frames/Knot_Tying/F002,frames/Knot_Tying/H003,1
219,frames/Suturing/F001,frames/Suturing/E001,1
85,frames/Needle_Passing/H004,frames/Needle_Passing/I002,1
47,frames/Knot_Tying/D002,frames/Knot_Tying/F003,1
33,frames/Needle_Passing/H004,frames/Needle_Passing/B004,1
64,frames/Knot_Tying/C005,frames/Knot_Tying/F004,1
18,frames/ChopstickUsing/D2,frames/ChopstickUsing/B1,1
43,frames/ChopstickUsing/C1,frames/ChopstickUsing/C3,0
0,frames/ChopstickUsing/D1,frames/ChopstickUsing/C1,1
37,frames/HandDrawing/A2,frames/HandDrawing/E2,1
162,frames/Suturing/G004,frames/Suturing/I003,1
12,frames/Suturing/F005,frames/Suturing/B001,1
19,frames/ChopstickUsing/C4,frames/ChopstickUsing/B1,1
180,frames/Knot_Tying/C005,frames/Knot_Tying/C003,1
79,frames/DoughRolling/S36,frames/DoughRolling/S22,1
12,frames/Needle_Passing/H002,frames/Needle_Passing/B002,1
103,frames/Suturing/E005,frames/Suturing/B002,1
244,frames/Needle_Passing/C005,frames/Needle_Passing/D001,1
308,frames/Knot_Tying/D004,frames/Knot_Tying/F001,1
29,frames/DoughRolling/S17,frames/DoughRolling/S47,0
128,frames/ChopstickUsing/F1,frames/ChopstickUsing/G2,1
55,frames/Knot_Tying/E005,frames/Knot_Tying/C004,1
234,frames/ChopstickUsing/D1,frames/ChopstickUsing/G4,1
224,frames/Suturing/C002,frames/Suturing/I001,1
52,frames/Suturing/F003,frames/Suturing/I001,1
21,frames/ChopstickUsing/A3,frames/ChopstickUsing/F3,1
146,frames/Needle_Passing/F004,frames/Needle_Passing/H002,1
209,frames/ChopstickUsing/D3,frames/ChopstickUsing/B5,1
23,frames/Knot_Tying/E003,frames/Knot_Tying/G004,1
61,frames/ChopstickUsing/H2,frames/ChopstickUsing/C5,1
291,frames/ChopstickUsing/D1,frames/ChopstickUsing/E5,1
3,frames/Sonic_Drawing/A5,frames/Sonic_Drawing/A1,1
24,frames/Knot_Tying/G002,frames/Knot_Tying/I005,1
9,frames/Needle_Passing/B004,frames/Needle_Passing/C005,1
46,frames/Needle_Passing/B003,frames/Needle_Passing/B002,1
178,frames/Needle_Passing/I004,frames/Needle_Passing/I003,1
24,frames/ChopstickUsing/B1,frames/ChopstickUsing/E2,0
204,frames/Knot_Tying/C005,frames/Knot_Tying/B003,1
246,frames/Knot_Tying/D002,frames/Knot_Tying/G004,1
91,frames/Knot_Tying/H004,frames/Knot_Tying/F003,1
52,frames/Knot_Tying/B001,frames/Knot_Tying/G003,1
84,frames/Suturing/C003,frames/Suturing/D003,1
28,frames/HandDrawing/A4,frames/HandDrawing/E2,1
134,frames/Suturing/C002,frames/Suturing/E001,1
9,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/A3,1
98,frames/Needle_Passing/I004,frames/Needle_Passing/I002,1
325,frames/Suturing/F005,frames/Suturing/D004,1
218,frames/Knot_Tying/G001,frames/Knot_Tying/I003,1
274,frames/Suturing/I001,frames/Suturing/D005,1
190,frames/Knot_Tying/C002,frames/Knot_Tying/E001,1
76,frames/Suturing/G004,frames/Suturing/B002,1
67,frames/Knot_Tying/I002,frames/Knot_Tying/I005,1
241,frames/Suturing/B003,frames/Suturing/B001,1
47,frames/ChopstickUsing/D2,frames/ChopstickUsing/G4,1
57,frames/ChopstickUsing/C1,frames/ChopstickUsing/A4,1
37,frames/Suturing/F005,frames/Suturing/H001,1
27,frames/ChopstickUsing/F5,frames/ChopstickUsing/F4,1
239,frames/Suturing/I002,frames/Suturing/E004,1
25,frames/Suturing/C005,frames/Suturing/G003,1
173,frames/Needle_Passing/E005,frames/Needle_Passing/D001,1
114,frames/Needle_Passing/F003,frames/Needle_Passing/C002,1
121,frames/Needle_Passing/F004,frames/Needle_Passing/E005,1
96,frames/Needle_Passing/I004,frames/Needle_Passing/C003,1
322,frames/Knot_Tying/C003,frames/Knot_Tying/G002,1
99,frames/ChopstickUsing/D4,frames/ChopstickUsing/F3,1
158,frames/Knot_Tying/C004,frames/Knot_Tying/B002,1
8,frames/Suturing/B003,frames/Suturing/H001,0
144,frames/Knot_Tying/C001,frames/Knot_Tying/B003,1
24,frames/Needle_Passing/F001,frames/Needle_Passing/D001,1
119,frames/Knot_Tying/C005,frames/Knot_Tying/D002,1
67,frames/ChopstickUsing/D4,frames/ChopstickUsing/B3,1
75,frames/ChopstickUsing/H1,frames/ChopstickUsing/H5,0
125,frames/Suturing/E005,frames/Suturing/G003,1
62,frames/ChopstickUsing/H1,frames/ChopstickUsing/E4,1
76,frames/Suturing/E002,frames/Suturing/B002,1
280,frames/Suturing/D003,frames/Suturing/B001,1
383,frames/Suturing/C003,frames/Suturing/G004,1
359,frames/Suturing/E003,frames/Suturing/B001,1
413,frames/Suturing/C001,frames/Suturing/E001,1
111,frames/Knot_Tying/E004,frames/Knot_Tying/F003,1
143,frames/ChopstickUsing/D1,frames/ChopstickUsing/C4,1
21,frames/HandDrawing/B3,frames/HandDrawing/F5,1
108,frames/Knot_Tying/H003,frames/Knot_Tying/I001,1
185,frames/ChopstickUsing/B1,frames/ChopstickUsing/A5,1
226,frames/ChopstickUsing/B1,frames/ChopstickUsing/F3,1
114,frames/Suturing/C002,frames/Suturing/B002,1
193,frames/Knot_Tying/D004,frames/Knot_Tying/I003,1
3,frames/DoughRolling/S09,frames/DoughRolling/S17,0
223,frames/Suturing/C001,frames/Suturing/E004,1
19,frames/Knot_Tying/D005,frames/Knot_Tying/E001,0
285,frames/Suturing/F003,frames/Suturing/D001,1
25,frames/Needle_Passing/I002,frames/Needle_Passing/C003,1
266,frames/Knot_Tying/E003,frames/Knot_Tying/D002,1
177,frames/Suturing/G005,frames/Suturing/I005,1
235,frames/Suturing/G004,frames/Suturing/B005,1
141,frames/Knot_Tying/C004,frames/Knot_Tying/H003,1
156,frames/Knot_Tying/H003,frames/Knot_Tying/I005,1
376,frames/Knot_Tying/C003,frames/Knot_Tying/F003,1
44,frames/Sonic_Drawing/B2,frames/Sonic_Drawing/A1,1
177,frames/Suturing/D001,frames/Suturing/B005,1
74,frames/Suturing/E004,frames/Suturing/B002,1
195,frames/Suturing/I003,frames/Suturing/B004,1
174,frames/Suturing/F003,frames/Suturing/C002,1
372,frames/Suturing/F003,frames/Suturing/D004,1
68,frames/Needle_Passing/C002,frames/Needle_Passing/B002,1
18,frames/Sonic_Drawing/B4,frames/Sonic_Drawing/B1,1
98,frames/Needle_Passing/E005,frames/Needle_Passing/B002,1
255,frames/Knot_Tying/D002,frames/Knot_Tying/G002,1
26,frames/HandDrawing/B4,frames/HandDrawing/F2,1
363,frames/Suturing/F002,frames/Suturing/I003,1
76,frames/ChopstickUsing/H2,frames/ChopstickUsing/H4,0
210,frames/Knot_Tying/C004,frames/Knot_Tying/G005,1
37,frames/DoughRolling/S09,frames/DoughRolling/S34,1
222,frames/Suturing/E001,frames/Suturing/B004,1
57,frames/ChopstickUsing/D5,frames/ChopstickUsing/H4,0
106,frames/Suturing/E004,frames/Suturing/D003,1
229,frames/Knot_Tying/B003,frames/Knot_Tying/I005,1
173,frames/Needle_Passing/D004,frames/Needle_Passing/D001,1
182,frames/Knot_Tying/D005,frames/Knot_Tying/F003,1
51,frames/DoughRolling/S49,frames/DoughRolling/S30,1
81,frames/ChopstickUsing/A3,frames/ChopstickUsing/C5,1
37,frames/Needle_Passing/F001,frames/Needle_Passing/B002,1
72,frames/DoughRolling/S37,frames/DoughRolling/S50,0
291,frames/ChopstickUsing/E3,frames/ChopstickUsing/E1,1
83,frames/Knot_Tying/F001,frames/Knot_Tying/D003,1
146,frames/Knot_Tying/E002,frames/Knot_Tying/I002,1
186,frames/Suturing/E004,frames/Suturing/D005,1
115,frames/Needle_Passing/F003,frames/Needle_Passing/B003,1
40,frames/ChopstickUsing/B5,frames/ChopstickUsing/G2,0
10,frames/DoughRolling/S29,frames/DoughRolling/S31,1
206,frames/Knot_Tying/G002,frames/Knot_Tying/G001,1
51,frames/DoughRolling/S53,frames/DoughRolling/S54,1
137,frames/ChopstickUsing/C4,frames/ChopstickUsing/G3,1
210,frames/ChopstickUsing/D3,frames/ChopstickUsing/H3,1
307,frames/Knot_Tying/E001,frames/Knot_Tying/F003,1
53,frames/HandDrawing/B1,frames/HandDrawing/B4,1
159,frames/Needle_Passing/I005,frames/Needle_Passing/E004,1
27,frames/Suturing/C003,frames/Suturing/E003,1
4,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/D3,1
88,frames/ChopstickUsing/E1,frames/ChopstickUsing/C2,1
113,frames/ChopstickUsing/H5,frames/ChopstickUsing/G5,1
41,frames/DoughRolling/S18,frames/DoughRolling/S50,1
21,frames/Suturing/G002,frames/Suturing/G003,1
49,frames/Sonic_Drawing/B1,frames/Sonic_Drawing/A2,1
39,frames/DoughRolling/S22,frames/DoughRolling/S31,1
77,frames/Knot_Tying/D005,frames/Knot_Tying/I003,1
306,frames/ChopstickUsing/D2,frames/ChopstickUsing/D4,1
27,frames/Knot_Tying/C002,frames/Knot_Tying/I001,1
81,frames/DoughRolling/S33,frames/DoughRolling/S51,1
21,frames/ChopstickUsing/G1,frames/ChopstickUsing/A5,1
258,frames/Suturing/F001,frames/Suturing/H005,1
133,frames/Suturing/F005,frames/Suturing/C001,1
90,frames/ChopstickUsing/B3,frames/ChopstickUsing/H1,1
79,frames/Knot_Tying/C005,frames/Knot_Tying/G002,1
150,frames/Knot_Tying/F001,frames/Knot_Tying/B003,1
5,frames/DoughRolling/S33,frames/DoughRolling/S34,1
5,frames/Needle_Passing/E005,frames/Needle_Passing/D004,1
69,frames/DoughRolling/S49,frames/DoughRolling/S34,1
117,frames/Suturing/I001,frames/Suturing/G001,1
242,frames/ChopstickUsing/B3,frames/ChopstickUsing/F3,1
336,frames/Suturing/G005,frames/Suturing/E005,1
158,frames/Suturing/C003,frames/Suturing/I001,1
268,frames/Knot_Tying/E005,frames/Knot_Tying/C003,1
301,frames/Knot_Tying/D001,frames/Knot_Tying/I003,1
183,frames/ChopstickUsing/B3,frames/ChopstickUsing/G3,1
256,frames/ChopstickUsing/D5,frames/ChopstickUsing/G5,1
44,frames/HandDrawing/F5,frames/HandDrawing/F3,1
40,frames/HandDrawing/A3,frames/HandDrawing/E3,1
26,frames/Sonic_Drawing/B5,frames/Sonic_Drawing/D3,0
175,frames/ChopstickUsing/D3,frames/ChopstickUsing/B2,1
163,frames/Suturing/E004,frames/Suturing/B004,1
5,frames/Needle_Passing/B004,frames/Needle_Passing/C001,1
27,frames/ChopstickUsing/A5,frames/ChopstickUsing/B5,1
87,frames/Suturing/F002,frames/Suturing/E005,1
177,frames/Knot_Tying/C005,frames/Knot_Tying/B001,1
149,frames/Needle_Passing/C005,frames/Needle_Passing/D002,1
174,frames/Suturing/I003,frames/Suturing/D001,1
71,frames/Needle_Passing/H002,frames/Needle_Passing/D005,1
179,frames/Suturing/F003,frames/Suturing/E005,1
236,frames/Knot_Tying/E004,frames/Knot_Tying/B001,1
21,frames/HandDrawing/B3,frames/HandDrawing/E4,0
13,frames/Needle_Passing/H005,frames/Needle_Passing/I004,1
167,frames/ChopstickUsing/A3,frames/ChopstickUsing/A2,1
219,frames/Knot_Tying/E004,frames/Knot_Tying/G003,1
318,frames/Knot_Tying/H004,frames/Knot_Tying/F005,1
139,frames/ChopstickUsing/D3,frames/ChopstickUsing/D5,1
146,frames/Needle_Passing/I003,frames/Needle_Passing/C004,1
172,frames/Suturing/G004,frames/Suturing/G002,1
127,frames/ChopstickUsing/D5,frames/ChopstickUsing/A4,1
216,frames/ChopstickUsing/H5,frames/ChopstickUsing/A4,1
10,frames/Knot_Tying/C003,frames/Knot_Tying/E001,0
27,frames/HandDrawing/B3,frames/HandDrawing/E5,1
131,frames/ChopstickUsing/D1,frames/ChopstickUsing/A1,1
111,frames/ChopstickUsing/H5,frames/ChopstickUsing/B5,1
62,frames/DoughRolling/S34,frames/DoughRolling/S40,0
18,frames/ChopstickUsing/A4,frames/ChopstickUsing/G1,0
195,frames/Knot_Tying/H005,frames/Knot_Tying/G005,1
203,frames/Suturing/H004,frames/Suturing/D001,1
116,frames/Suturing/F002,frames/Suturing/F001,1
11,frames/ChopstickUsing/C5,frames/ChopstickUsing/C2,1
55,frames/Knot_Tying/H005,frames/Knot_Tying/I001,1
74,frames/Needle_Passing/F001,frames/Needle_Passing/E004,1
24,frames/Sonic_Drawing/A3,frames/Sonic_Drawing/A2,1
357,frames/Suturing/C004,frames/Suturing/D005,1
178,frames/ChopstickUsing/H1,frames/ChopstickUsing/E3,1
30,frames/Sonic_Drawing/D5,frames/Sonic_Drawing/B1,1
6,frames/Sonic_Drawing/A4,frames/Sonic_Drawing/B3,1
173,frames/ChopstickUsing/C4,frames/ChopstickUsing/C2,1
148,frames/Needle_Passing/F003,frames/Needle_Passing/I002,1
327,frames/Suturing/I003,frames/Suturing/D001,1
237,frames/Suturing/F001,frames/Suturing/G005,1
337,frames/Knot_Tying/B001,frames/Knot_Tying/G005,1
136,frames/Suturing/D003,frames/Suturing/D004,1
87,frames/DoughRolling/S54,frames/DoughRolling/S37,1
57,frames/Knot_Tying/H004,frames/Knot_Tying/C004,1
7,frames/ChopstickUsing/D4,frames/ChopstickUsing/E3,1
295,frames/Knot_Tying/D005,frames/Knot_Tying/D002,1
185,frames/ChopstickUsing/D5,frames/ChopstickUsing/G3,1
69,frames/Needle_Passing/C001,frames/Needle_Passing/C003,1
200,frames/Suturing/I002,frames/Suturing/G001,1
13,frames/Knot_Tying/E003,frames/Knot_Tying/F001,1
145,frames/ChopstickUsing/F2,frames/ChopstickUsing/B4,1
59,frames/DoughRolling/S55,frames/DoughRolling/S37,1
112,frames/Knot_Tying/F003,frames/Knot_Tying/B004,1
344,frames/Suturing/C002,frames/Suturing/B005,1
23,frames/HandDrawing/B1,frames/HandDrawing/E5,1
138,frames/Needle_Passing/H004,frames/Needle_Passing/B001,1
242,frames/Suturing/E003,frames/Suturing/B002,1
382,frames/Knot_Tying/D001,frames/Knot_Tying/F004,1
282,frames/Suturing/C003,frames/Suturing/E004,1
28,frames/DoughRolling/S29,frames/DoughRolling/S31,1
161,frames/ChopstickUsing/B3,frames/ChopstickUsing/E3,1
136,frames/Knot_Tying/C004,frames/Knot_Tying/D002,1
52,frames/Knot_Tying/C002,frames/Knot_Tying/B002,1
235,frames/ChopstickUsing/H4,frames/ChopstickUsing/E2,1
4,frames/Suturing/B002,frames/Suturing/I001,0
164,frames/Suturing/G005,frames/Suturing/I001,1
